Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peru,PER,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,,,18,,,,19.5,,,,,,22.2,,23.2,23.8,23.9,26,25.7,,,
Peru,PER,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,93.1198,,,,,,,,,,,,95.36663,,,,,,,,,,,96.75562286,97.12375641,97.75712585,97.35621643,,,,,98.69816589,,,
Peru,PER,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,5,5,6,9,14,19,24,31,38,44,50,56,62,64,65,66,62,62,63,65,65,66,67,67,67,85,85,85,85,85,
Peru,PER,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18472,17849,17149,16225,15219,14182,13087,12021,11115,10305,9652,9162,8758,8362,8019,7719,7378,7085,6731,6459,6157,5942,5750,5498,5349,5104
Philippines,PHL,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,22.8,,,,,,,,,,22.4,,,,,,,,,,23.8,,,,,,,,,,,,,,,,,24.4,,,,,,,,
Philippines,PHL,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,290579,313523,341888,368576,396616,420777,433145,439853,448575,457296,466527,478184,491666,504608,517548,530161,541387,552394,564100,576581,589198,600585,612437,625123,638043,651768,667316,684089,701053,718727,736227,751637,767060,783364,799537,816349,835110,854837,874254,894563,913009,925443,935658,946663,957202,967709,981302,989990,994646,995986,991759,986865,983198,980443,976676,
Philippines,PHL,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,14.5,,,,,15.4,,,,,16.6,,,,,18.9,,
Philippines,PHL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,91.78899,,,,,,,,,,96.57808,,,,,,,,,,95.08974457,,,95.05721283,,,,,97.75080109,,,,,,,
Philippines,PHL,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,8,13,17,23,22,28,31,39,45,53,57,55,56,57,54,54,55,55,55,55,55,56,56,56,57,57,61,58,58,68,75,76,76,80,87,
Philippines,PHL,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40138,39240,38354,37594,37093,36736,36813,36998,37467,37941,38356,38761,39119,39107,38875,38394,37369,36134,34625,33269,32392,31711,31258,30684,30080,29601
Poland,POL,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,22.3,,,,,,,,,,,,,,23,,,,,,,,24.4,,,,,,25.3,,,,,,,,,,,,,
Poland,POL,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,284912,300314,312446,325159,336919,346383,354727,359774,362470,364983,362213,347861,327653,308555,288738,271406,261419,256354,251208,246321,244444,247488,253659,260339,267763,275747,284215,292692,301237,309293,316606,323265,328709,332977,337180,337929,331111,320354,309962,298632,287798,279285,272168,264021,255812,246768,235636,223452,212112,201434,191981,184525,179004,174233,169382,
Poland,POL,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,99.79683,,,,,,,,,,,,,,,,99.9992,,,,,,,,,,99.99986267,,,,,,,,,99.99996948,,
Poland,POL,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5811,5474,5375,5438,5404,4947,4276,3525,2855,2353,2060,1845,1753,1703,1681,1676,1688,1710,1722,1699,1632,1516,1411,1290,1215,1122
Portugal,PRT,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,23.2,,,,,,,,,,,22.1,,,,,,,,,,23.9,,,,,,,,,,25.6,,,,,,,,,,,,,,
Portugal,PRT,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,83538,82354,80852,79976,79586,79382,79033,78749,78729,78828,79327,79816,80937,82191,83803,85001,84822,84135,83778,83334,83102,82878,83194,83415,83801,83958,83248,81944,80736,79588,78133,75885,73473,71180,68974,66755,64578,62429,60354,58220,56373,55130,54389,53675,53104,52714,52819,53222,53885,54706,55269,54736,53892,53061,52201,
Portugal,PRT,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,97.94135,,,,,,,,,,99.19949,,,,,,,,,,,,,,,,,,,,99.43511963,,,,
Portugal,PRT,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,719,660,617,582,541,492,451,420,381,368,348,332,315,295,261,245,227,218,209,201,194,189,184,171,167
Puerto Rico,PRI,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,22.1,,,,,,,,,,22.5,,,,,,,,,,23.8,,,,,,,,,,24.1,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,32351,31233,30364,30186,30617,31198,31291,31351,31736,32366,33079,33200,33122,32956,32710,32460,32829,33086,33214,33154,32953,33087,33261,33395,33510,33584,33147,32974,33040,33348,33610,33311,32759,32236,31695,31166,30699,30413,30179,29921,29728,29815,29912,29856,29721,29453,29110,28565,27959,27260,26505,25902,25319,24674,23949,
Puerto Rico,PRI,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,93.74586,,,,,,,,,,93.16688,,,,,,,,,,,,,,88.69657135,,,,,,98.83417511,,,,,
Puerto Rico,PRI,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,,,,,,,,,,,,26.3,,,,,,25.8,,,,,,25.4,,,,,
Qatar,QAT,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,438,483,535,584,634,679,723,762,805,848,898,976,1051,1124,1196,1274,1371,1464,1552,1637,1729,1899,2033,2137,2201,2272,2453,2695,2918,3107,3300,3511,3679,3788,3885,3946,4049,4116,4208,4301,4399,4312,4356,4525,4854,5360,5422,5649,6041,6652,7281,7648,7844,8157,8557,
Qatar,QAT,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,89.54293,,,,,,,,,,,94.79075,,,,,,,95.92071533,,,99.06010437,95.68698883,97.75925446,96.82015991,97.87751007,99.0645752,98.96033478,98.71271515,
Qatar,QAT,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,99,92,86,83,81,79,78,79,78,78,73,70,67,67,70,68,69,72,75,79,89,100,106,111,109
Romania,ROM,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,20.2,,,,,,,,,,,21.1,,,,,,,,,,,,,,,22.1,,,,,,,,,,25.2,,,,,,,,,26.6,,,,
Romania,ROM,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,158588,165803,171978,178416,184811,189261,191349,190287,188694,188236,185232,174338,161404,150228,137147,130198,140060,158405,174338,191560,204992,206242,201248,198169,194495,191591,193360,196856,198758,200716,200738,195191,187574,180774,172773,166772,167816,171604,173748,176732,176458,166650,152366,139553,126002,114628,109640,109028,108112,108019,108341,106560,104520,103364,102521,
Romania,ROM,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.10746,,,,,,,,,,97.76148987,,,,,,,,,98.99568939,,,,
Romania,ROM,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROM,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5362,4896,4163,3356,2650,2241,2218,2477,2889,3272,3493,3465,3313,3025,2687,2421,2227,2074,1961,1847,1713,1550,1406,1256,1126,1047
Russian Federation,RUS,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,20.5,,,,,,,,,,21.8,,,,,,,,,,,,,22.6,,,,,,,,24.4,,,,,
Russian Federation,RUS,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,1078547,1125076,1139762,1165248,1190293,1211965,1238732,1263938,1281119,1294436,1296774,1279089,1246049,1211563,1178425,1139222,1089193,1034005,981576,924234,883022,886016,913356,937552,966153,992515,1005863,1010837,1020402,1029919,1042732,1065578,1095530,1122610,1145085,1165394,1191572,1210582,1222187,1235937,1225060,1155578,1056954,964351,868878,785501,741561,713720,678480,636935,605238,599095,612500,629922,655284,
Russian Federation,RUS,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7196,,,,,,,,,,,,,99.72460175,,,,,,,,99.70960236,,,,,
Russian Federation,RUS,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31327,28238,24346,20574,17287,15209,14641,15309,16745,18036,18482,18261,17450,16368,15066,13989,12925,12025,11322,10697,10316,10221,10185,10098,10032,9741
Rwanda,RWA,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,,,,,,23.9,,,23.7,,,,,24.4,,,,,
Rwanda,RWA,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,36329,37614,38763,40265,42041,43934,45496,47136,48882,50751,52257,52929,53351,54026,54894,55821,56646,57782,59249,60998,62944,64825,67076,69785,73019,76727,81008,85870,90589,94390,96764,95725,93520,91298,90263,91060,95808,102361,109646,116952,121708,120135,115862,111781,107377,104900,106936,111719,116258,121236,126085,129217,131987,135380,138781,
Rwanda,RWA,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,,,,,,,,36.1,,,,,33.9,,,31.4,,33.3,,,29.2,,
Rwanda,RWA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,52.26193,,,,,,,,,,,,,74.89654,,,,,,,,,77.62033081,,,,,,,,,,77.34462738,,82.33074951,,,
Rwanda,RWA,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,5,10,16,22,28,35,47,55,60,85,86,88,69,80,89,74,79,84,89,81,71,79,77,77,79,82,82,85,85,85,85,85,85,90,
Rwanda,RWA,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13706,12222,10002,7726,6376,5881,6518,8805,11771,13958,14939,14902,13847,12374,11004,10045,9613,9456,9433,9346,9065,8473,7808,7149,6653,6299
Samoa,WSM,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,22,,,,,,,,,,23.2,,,,,,,,,,,,,,,,,,,,24.3,,,,,,,,24,,,,,,
Samoa,WSM,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,1302,1387,1489,1586,1689,1783,1839,1870,1901,1915,1940,2022,2122,2207,2292,2358,2353,2317,2290,2260,2230,2213,2195,2170,2139,2107,2088,2059,2024,1983,1942,1909,1913,1934,1980,2031,1987,1954,1947,1964,2003,2016,2041,2077,2130,2174,2153,2115,2100,2101,2109,2113,2124,2143,2161,
Samoa,WSM,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.04444,,,,,,,,,,,,,99.38381195,,,,,,,99.23565674,,,,
Samoa,WSM,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,82,81,80,78,76,73,69,66,62,59,58,57,56,56,56,57,57,57,57,57,55,52,49,45,43
San Marino,SMR,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,20.6,,,,,,,,,,,,,,,24.1,,,,,,,,,,26.8,,,,,28.2,,,,,28.8,,,,,,,,,,
San Marino,SMR,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,STP,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,15.6,,,,,,,,,,17.8,,,,,,,,,,17.7,,,,,,,20.5,,,,,,,
Sao Tome and Principe,STP,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,396,446,492,533,569,602,673,740,807,867,911,938,957,972,977,988,1033,1082,1123,1157,1179,1180,1188,1206,1217,1249,1344,1462,1570,1691,1782,1768,1709,1669,1624,1594,1607,1674,1752,1861,1958,1949,1903,1875,1848,1837,1865,1920,1974,2026,2088,2157,2231,2306,2386,
Sao Tome and Principe,STP,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
Sao Tome and Principe,STP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,82.39922,,,,,,,,,,93.84996,,,,,,,,,,95.41546631,,,,,,,80.20316315,,,,,,,
Sao Tome and Principe,STP,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,137,136,132,128,125,124,125,126,128,129,129,128,127,126,123,120,117,114,111,109,108,109,109,109,109
Saudi Arabia,SAU,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,,24,,,25.8,,,,,24.1,,,24.6,,,,,,,,
Saudi Arabia,SAU,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,47999,49390,50829,52545,54464,56427,58223,60195,62431,64920,67601,70357,73483,77052,81119,85298,89130,93083,97520,102257,108229,116507,125944,135328,144837,153306,156705,160135,164795,170520,178200,189215,201489,214301,228104,240433,238402,236476,237158,240645,245471,250592,254347,258833,263698,267978,268424,268215,268408,269622,270999,269298,267234,266120,265246,
Saudi Arabia,SAU,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.85561,,,,,,,,95.91316223,,,,95.8496933,,,,,,,,,99.22177124,,
Saudi Arabia,SAU,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12554,11828,11126,10527,9806,9134,8624,8119,7726,7382,7086,6721,6469,6179,5991,5919,5932,5936,5949,5929,5850,5709,5519,5356,5112,4866
Senegal,SEN,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,19.4,,,,,,,,,,,,20.1,,,,,,,,,21.5,,,,,22,,,,,,,,21.6,,,,,
Senegal,SEN,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,34118,35250,36817,38573,40595,42485,43668,44809,46318,48118,49789,50893,52073,53601,55392,57092,58368,59868,61788,64017,66488,68891,71791,75041,78587,82141,85223,88383,91806,95489,99002,101772,104482,107442,110474,113457,116384,119506,122793,126309,129651,132162,134560,137263,140214,143127,145594,148229,151202,154346,157904,162230,167085,172107,177490,
Senegal,SEN,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,,,,18.4,,,,,,,,23.1,21.7,,,20,,24.8,,23.6,29.4,
Senegal,SEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8661,,,,,,,,,,,,,,49.12448883,,,,50.85165787,,,65.01490784,,66.03273773,,55.89594269,,
Senegal,SEN,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,7,14,23,31,38,45,45,41,45,47,54,55,53,54,58,62,64,72,77,78,80,86,85,88,88,88,88,91,91,91,
Senegal,SEN,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12834,13021,13227,13489,13742,14027,14298,14495,14670,14768,14833,14788,14700,14580,14391,14109,13733,13360,12935,12642,12403,12267,12214,12176,12192,12055
Serbia,SRB,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,,,,,,,,,,,,,
Serbia,SRB,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76214,76515,76564,76549,76145,75390,73514,71843,70291,69285,68429,66868,64766,62838,60772,58916,57757,57100,56314,55518,54675,54078,53329,52620,51998,
Serbia,SRB,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.30869293,,,,
Serbia,SRB,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2594,2310,2092,1918,1745,1532,1356,1205,1105,1033,985,928,836,732,627,547,498,476,460,447,437,428,412,405,398,389
Seychelles,SYC,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,25.6,,,,,,,,,,,,,,,,23.8,,,,,,,24.8,,,,,,,,25.2,,,,,,,,,,,,,
Seychelles,SYC,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,327,368,428,488,553,608,616,613,626,646,672,687,706,730,760,787,791,794,800,807,814,807,799,794,789,786,779,778,787,805,830,821,812,802,793,781,788,788,788,784,780,765,754,745,739,730,720,702,683,665,648,636,631,628,626,
Seychelles,SYC,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.64999,,,,,,,98.81332,,,,,,,,99.06477356,,,,,,,,98.97133636,,,,,
Seychelles,SYC,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,17,16,16,15,15,14,13,13,13,13,14,15,16,16,16,16,16,16,16,16,16,15,15,14
Sierra Leone,SLE,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,19.8,,,,,,,,,,,,20,,,,20.5,,,,,,,
Sierra Leone,SLE,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,24784,24953,25172,25544,26031,26477,26703,27008,27471,28057,28601,28915,29278,29797,30449,31100,31592,32192,32964,33841,34772,35717,36790,37997,39378,40805,42231,43762,45363,46813,47884,48257,48327,48304,48342,48410,48403,48562,49079,50049,51318,53038,55276,57888,60465,62845,64945,66922,68739,70567,72408,74076,75791,77581,79311,
Sierra Leone,SLE,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,,,,,28,,
Sierra Leone,SLE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.92760849,,,,,,,,,64.3006897,,
Sierra Leone,SLE,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,8,11,13,20,23,38,54,69,81,83,85,85,86,87,66,76,83,57,55,53,53,66,77,79,81,83,85,94,97,97,85,85,87,87,85,
Sierra Leone,SLE,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9272,9290,9116,8881,8688,8572,8354,8248,8297,8444,8700,8807,9037,9349,9573,9669,9742,9686,9502,9266,8998,8692,8385,8076,7792,7615
Singapore,SGP,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,24.2,,,,,,,,,,26.2,,,,,,,,,,27,,,,,,,,,,26.5,,,,,,,,,,27.9,,,,,
Singapore,SGP,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,16163,17722,19377,20865,22100,23262,24661,26033,27085,27928,28442,28732,28654,28505,28344,27930,26952,25766,24627,23370,22385,22296,22615,22836,23164,23315,22658,21733,20931,20104,19482,19655,20163,20711,21412,22141,22722,23473,24558,25851,27281,28393,29147,29550,29672,29645,30797,31573,32010,32139,32005,31907,31787,31573,31272,
Singapore,SGP,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,96.28812,,,,,,,,,,98.96671,,,,,,,,,,99.50460052,,,,,,,,,,99.75182343,99.82383728,99.84585571,99.88414764,,
Singapore,SGP,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,175,172,165,156,153,134,117,99,83,68,61,58,56,59,61,58,59,60,61,57,57,58,59,59,53
Sint Maarten (Dutch part),SXM,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
